Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00       62     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.00     0.00       62     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.00      0.00     0.00       62     0.00     0.00  bool std::operator==<ActorInfo*>(std::move_iterator<ActorInfo*> const&, std::move_iterator<ActorInfo*> const&)
  0.00      0.00     0.00       62     0.00     0.00  bool std::operator!=<ActorInfo*>(std::move_iterator<ActorInfo*> const&, std::move_iterator<ActorInfo*> const&)
  0.00      0.00     0.00       60     0.00     0.00  std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>::base() const
  0.00      0.00     0.00       60     0.00     0.00  Drawable** std::__niter_base<Drawable**>(Drawable**)
  0.00      0.00     0.00       57     0.00     0.00  __gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::__normal_iterator<ActorInfo*>(__gnu_cxx::__normal_iterator<ActorInfo*, __gnu_cxx::__enable_if<std::__are_same<ActorInfo*, ActorInfo*>::__value, std::vector<ActorInfo, std::allocator<ActorInfo> > >::__type> const&)
  0.00      0.00     0.00       57     0.00     0.00  std::_Vector_base<Obstacles*, std::allocator<Obstacles*> >::_M_get_Tp_allocator()
  0.00      0.00     0.00       56     0.00     0.00  std::unique_ptr<Projectile, std::default_delete<Projectile> >::get() const
  0.00      0.00     0.00       56     0.00     0.00  std::__uniq_ptr_impl<Projectile, std::default_delete<Projectile> >::_M_ptr() const
  0.00      0.00     0.00       56     0.00     0.00  std::_Head_base<0ul, Projectile*, false>::_M_head(std::_Head_base<0ul, Projectile*, false> const&)
  0.00      0.00     0.00       56     0.00     0.00  std::_Tuple_impl<0ul, Projectile*, std::default_delete<Projectile> >::_M_head(std::_Tuple_impl<0ul, Projectile*, std::default_delete<Projectile> > const&)
  0.00      0.00     0.00       56     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin()
  0.00      0.00     0.00       56     0.00     0.00  Projectile* const& std::__get_helper<0ul, Projectile*, std::default_delete<Projectile> >(std::_Tuple_impl<0ul, Projectile*, std::default_delete<Projectile> > const&)
  0.00      0.00     0.00       56     0.00     0.00  std::tuple_element<0ul, std::tuple<Projectile*, std::default_delete<Projectile> > >::type const& std::get<0ul, Projectile*, std::default_delete<Projectile> >(std::tuple<Projectile*, std::default_delete<Projectile> > const&)
  0.00      0.00     0.00       55     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator++()
  0.00      0.00     0.00       55     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const
  0.00      0.00     0.00       54     0.00     0.00  __gnu_cxx::new_allocator<Obstacles*>::max_size() const
  0.00      0.00     0.00       53     0.00     0.00  void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.00     0.00       53     0.00     0.00  void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.00     0.00       53     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.00     0.00       52     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      0.00     0.00       52     0.00     0.00  __gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > > std::__miter_base<__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > > >(__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >)
  0.00      0.00     0.00       51     0.00     0.00  __gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >::difference_type __gnu_cxx::operator-<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >(__gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > > const&, __gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > > const&)
  0.00      0.00     0.00       51     0.00     0.00  std::vector<ActorInfo, std::allocator<ActorInfo> >::cbegin() const
  0.00      0.00     0.00       51     0.00     0.00  std::vector<ActorInfo, std::allocator<ActorInfo> >::_Temporary_value::_M_val()
  0.00      0.00     0.00       51     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end()
  0.00      0.00     0.00       51     0.00     0.00  ActorInfo* std::__niter_base<ActorInfo*>(ActorInfo*)
  0.00      0.00     0.00       50     0.00     0.00  void __gnu_cxx::new_allocator<ActorInfo>::destroy<ActorInfo>(ActorInfo*)
  0.00      0.00     0.00       50     0.00     0.00  void std::allocator_traits<std::allocator<ActorInfo> >::destroy<ActorInfo>(std::allocator<ActorInfo>&, ActorInfo*)
  0.00      0.00     0.00       47     0.00     0.00  __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.00     0.00       47     0.00     0.00  bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.00     0.00       46     0.00     0.00  sfxDrawable::draw(int, int)
  0.00      0.00     0.00       46     0.00     0.00  sfxDrawable::sfxDrawable(float, float)
  0.00      0.00     0.00       46     0.00     0.00  std::_Head_base<0ul, Drawable*, false>::_Head_base()
  0.00      0.00     0.00       46     0.00     0.00  std::_Head_base<1ul, std::default_delete<Drawable>, true>::_Head_base()
  0.00      0.00     0.00       46     0.00     0.00  std::unique_ptr<Drawable, std::default_delete<Drawable> >::unique_ptr<std::default_delete<Drawable>, void>(Drawable*)
  0.00      0.00     0.00       46     0.00     0.00  std::_Tuple_impl<0ul, Drawable*, std::default_delete<Drawable> >::_Tuple_impl()
  0.00      0.00     0.00       46     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<Drawable> >::_Tuple_impl()
  0.00      0.00     0.00       46     0.00     0.00  std::__uniq_ptr_impl<Drawable, std::default_delete<Drawable> >::__uniq_ptr_impl(Drawable*)
  0.00      0.00     0.00       46     0.00     0.00  std::tuple<Drawable*, std::default_delete<Drawable> >::tuple<Drawable*, std::default_delete<Drawable>, true>()
  0.00      0.00     0.00       46     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&)
  0.00      0.00     0.00       45     0.00     0.00  void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.00     0.00       44     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      0.00     0.00       44     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*)
  0.00      0.00     0.00       44     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long)
  0.00      0.00     0.00       44     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long)
  0.00      0.00     0.00       44     0.00     0.00  std::move_iterator<ActorInfo*>::move_iterator(ActorInfo*)
  0.00      0.00     0.00       44     0.00     0.00  std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::deallocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long)
  0.00      0.00     0.00       44     0.00     0.00  std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, unsigned long)
  0.00      0.00     0.00       44     0.00     0.00  std::move_iterator<ActorInfo*> std::__make_move_if_noexcept_iterator<ActorInfo, std::move_iterator<ActorInfo*> >(ActorInfo*)
  0.00      0.00     0.00       41     0.00     0.00  std::vector<Drawable*, std::allocator<Drawable*> >::end()
  0.00      0.00     0.00       41     0.00     0.00  std::vector<Drawable*, std::allocator<Drawable*> >::begin()
  0.00      0.00     0.00       40     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::difference_type __gnu_cxx::operator-<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&)
  0.00      0.00     0.00       40     0.00     0.00  std::move_iterator<ActorInfo*>::operator*() const
  0.00      0.00     0.00       40     0.00     0.00  std::move_iterator<Drawable**>::base() const
  0.00      0.00     0.00       40     0.00     0.00  std::move_iterator<ActorInfo*>::operator++()
  0.00      0.00     0.00       40     0.00     0.00  std::move_iterator<Drawable**>::move_iterator(Drawable**)
  0.00      0.00     0.00       40     0.00     0.00  void std::_Construct<ActorInfo, ActorInfo>(ActorInfo*, ActorInfo&&)
  0.00      0.00     0.00       40     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Drawable**>(std::move_iterator<Drawable**>)
  0.00      0.00     0.00       40     0.00     0.00  Drawable** std::__miter_base<Drawable**>(Drawable**)
  0.00      0.00     0.00       40     0.00     0.00  std::move_iterator<Drawable**> std::__make_move_if_noexcept_iterator<Drawable*, std::move_iterator<Drawable**> >(Drawable**)
  0.00      0.00     0.00       39     0.00     0.00  std::pair<int, int>::pair<int&, int&, true>(int&, int&)
  0.00      0.00     0.00       39     0.00     0.00  std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&)
  0.00      0.00     0.00       38     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) const
  0.00      0.00     0.00       37     0.00     0.00  Drawable* const& std::forward<Drawable* const&>(std::remove_reference<Drawable* const&>::type&)
  0.00      0.00     0.00       36     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::deallocate(std::pair<int, int>*, unsigned long)
  0.00      0.00     0.00       36     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00       36     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&)
  0.00      0.00     0.00       36     0.00     0.00  std::_Vector_base<Obstacles*, std::allocator<Obstacles*> >::_M_get_Tp_allocator() const
  0.00      0.00     0.00       36     0.00     0.00  std::vector<Obstacles*, std::allocator<Obstacles*> >::max_size() const
  0.00      0.00     0.00       36     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Obstacles*>(Obstacles* const*, Obstacles* const*, Obstacles**)
  0.00      0.00     0.00       36     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long)
  0.00      0.00     0.00       36     0.00     0.00  std::allocator_traits<std::allocator<Obstacles*> >::max_size(std::allocator<Obstacles*> const&)
  0.00      0.00     0.00       36     0.00     0.00  std::allocator_traits<std::allocator<std::pair<int, int> > >::deallocate(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, unsigned long)
  0.00      0.00     0.00       36     0.00     0.00  std::allocator_traits<std::allocator<std::pair<int, int> > >::allocate(std::allocator<std::pair<int, int> >&, unsigned long)
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Obstacles**>, Obstacles**>(std::move_iterator<Obstacles**>, std::move_iterator<Obstacles**>, Obstacles**)
  0.00      0.00     0.00       36     0.00     0.00  void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&)
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::__copy_move_a<true, Obstacles**, Obstacles**>(Obstacles**, Obstacles**, Obstacles**)
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::__copy_move_a2<true, Obstacles**, Obstacles**>(Obstacles**, Obstacles**, Obstacles**)
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::uninitialized_copy<std::move_iterator<Obstacles**>, Obstacles**>(std::move_iterator<Obstacles**>, std::move_iterator<Obstacles**>, Obstacles**)
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::__uninitialized_copy_a<std::move_iterator<Obstacles**>, Obstacles**, Obstacles*>(std::move_iterator<Obstacles**>, std::move_iterator<Obstacles**>, Obstacles**, std::allocator<Obstacles*>&)
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::__uninitialized_move_if_noexcept_a<Obstacles**, Obstacles**, std::allocator<Obstacles*> >(Obstacles**, Obstacles**, Obstacles**, std::allocator<Obstacles*>&)
  0.00      0.00     0.00       36     0.00     0.00  Obstacles** std::copy<std::move_iterator<Obstacles**>, Obstacles**>(std::move_iterator<Obstacles**>, std::move_iterator<Obstacles**>, Obstacles**)
  0.00      0.00     0.00       35     0.00     0.00  Actor*&& std::forward<Actor*>(std::remove_reference<Actor*>::type&)
  0.00      0.00     0.00       34     0.00     0.00  ProjectileActor::move(MapData, PositionData)
  0.00      0.00     0.00       34     0.00     0.00  ProjectileActor::spendAP(MapData, PositionData)
  0.00      0.00     0.00       34     0.00     0.00  void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.00     0.00       34     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator()
  0.00      0.00     0.00       34     0.00     0.00  std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator()
  0.00      0.00     0.00       34     0.00     0.00  std::pointer_traits<ActorInfo*>::pointer_to(ActorInfo&)
  0.00      0.00     0.00       34     0.00     0.00  void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.00     0.00       34     0.00     0.00  std::vector<ActorInfo, std::allocator<ActorInfo> >::_Temporary_value::_M_ptr()
  0.00      0.00     0.00       34     0.00     0.00  void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.00     0.00       34     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.00     0.00       34     0.00     0.00  ActorInfo* std::__miter_base<ActorInfo*>(ActorInfo*)
  0.00      0.00     0.00       34     0.00     0.00  std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.00     0.00       34     0.00     0.00  ActorInfo* std::addressof<ActorInfo>(ActorInfo&)
  0.00      0.00     0.00       33     0.00     0.00  void __gnu_cxx::new_allocator<ActorInfo>::construct<ActorInfo, ActorInfo const&>(ActorInfo*, ActorInfo const&)
  0.00      0.00     0.00       33     0.00     0.00  std::_Vector_base<Drawable*, std::allocator<Drawable*> >::_M_get_Tp_allocator()
  0.00      0.00     0.00       33     0.00     0.00  void std::allocator_traits<std::allocator<ActorInfo> >::construct<ActorInfo, ActorInfo const&>(std::allocator<ActorInfo>&, ActorInfo*, ActorInfo const&)
  0.00      0.00     0.00       33     0.00     0.00  std::vector<ActorInfo, std::allocator<ActorInfo> >::erase(__gnu_cxx::__normal_iterator<ActorInfo const*, std::vector<ActorInfo, std::allocator<ActorInfo> > >)
  0.00      0.00     0.00       33     0.00     0.00  std::vector<ActorInfo, std::allocator<ActorInfo> >::_M_erase(__gnu_cxx::__normal_iterator<ActorInfo*, std::vector<ActorInfo, std::allocator<ActorInfo> > >)
  0.00      0.00     0.00       31     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const
  0.00      0.00     0.00       31     0.00     0.00  std::vector<Actor*, std::allocator<Actor*> >::size() const
  0.00      0.00     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<Drawable*>::max_size() const
  0.00      0.00     0.00       30     0.00     0.00  Actor** std::__niter_base<Actor**>(Actor**)
  0.00      0.00     0.00       30     0.00     0.00  bool std::operator==<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>(std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*> const&, std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*> const&)
  0.00      0.00     0.00       30     0.00     0.00  bool std::operator!=<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>(std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*> const&, std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*> const&)
  0.00      0.00     0.00       28     0.00     0.00  Projectile::draw(int, int)
  0.00      0.00     0.00       28     0.00     0.00  Projectile::Projectile(int, float, float, direction, bool, float, float, bool)
  0.00      0.00     0.00       28     0.00     0.00  __gnu_cxx::__normal_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*, std::vector<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::allocator<std::unique_ptr<Drawable, std::default_delete<Drawable> > > > >::base() const
  0.00      0.00     0.00       28     0.00     0.00  std::unique_ptr<Projectile, std::default_delete<Projectile> >::operator->() const
  0.00      0.00     0.00       28     0.00     0.00  std::_Head_base<0ul, Projectile*, false>::_Head_base()
  0.00      0.00     0.00       28     0.00     0.00  std::_Head_base<1ul, std::default_delete<Projectile>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Projectile>, true>&)
  0.00      0.00     0.00       28     0.00     0.00  std::_Head_base<1ul, std::default_delete<Projectile>, true>::_Head_base()
  0.00      0.00     0.00       28     0.00     0.00  std::_Head_base<1ul, std::default_delete<Drawable>, true>::_Head_base<std::default_delete<Projectile> >(std::default_delete<Projectile>&&)
  0.00      0.00     0.00       28     0.00     0.00  std::unique_ptr<Projectile, std::default_delete<Projectile> >::get_deleter()
  0.00      0.00     0.00       28     0.00     0.00  std::unique_ptr<Projectile, std::default_delete<Projectile> >::release()
  0.00      0.00     0.00       28     0.00     0.00  std::unique_ptr<Projectile, std::default_delete<Projectile> >::unique_ptr<std::default_delete<Projectile>, void>(Projectile*)
  0.00      0.00     0.00       28     0.00     0.00  std::unique_ptr<Drawable, std::default_delete<Drawable> >::unique_ptr<Projectile, std::default_delete<Projectile>, void>(std::unique_ptr<Projectile, std::default_delete<Projectile> >&&)
  0.00      0.00     0.00       28     0.00     0.00  std::_Tuple_impl<0ul, Projectile*, std::default_delete<Projectile> >::_Tuple_impl()
  0.00      0.00     0.00       28     0.00     0.00  std::_Tuple_impl<0ul, Drawable*, std::default_delete<Drawable> >::_Tuple_impl<Drawable*&, std::default_delete<Projectile>, void>(Drawable*&, std::default_delete<Projectile>&&)
  0.00      0.00     0.00       28     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<Projectile> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Projectile> >&)
  0.00      0.00     0.00       28     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<Projectile> >::_Tuple_impl()
  0.00      0.00     0.00       28     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<Drawable> >::_Tuple_impl<std::default_delete<Projectile> >(std::default_delete<Projectile>&&)
  0.00      0.00     0.00       28     0.00     0.00  std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*>::move_iterator(std::unique_ptr<Drawable, std::default_delete<Drawable> >*)
  0.00      0.00     0.00       28     0.00     0.00  std::default_delete<Drawable>::default_delete<Projectile, void>(std::default_delete<Projectile> const&)
  0.00      0.00     0.00       28     0.00     0.00  std::__uniq_ptr_impl<Projectile, std::default_delete<Projectile> >::_M_deleter()
  0.00      0.00     0.00       28     0.00     0.00  std::__uniq_ptr_impl<Projectile, std::default_delete<Projectile> >::__uniq_ptr_impl(Projectile*)
  0.00      0.00     0.00       28     0.00     0.00  std::__uniq_ptr_impl<Drawable, std::default_delete<Drawable> >::__uniq_ptr_impl<std::default_delete<Projectile> >(Drawable*, std::default_delete<Projectile>&&)
  0.00      0.00     0.00       28     0.00     0.00  std::tuple<Projectile*, std::default_delete<Projectile> >::tuple<Projectile*, std::default_delete<Projectile>, true>()
  0.00      0.00     0.00       28     0.00     0.00  std::tuple<Drawable*, std::default_delete<Drawable> >::tuple<Drawable*&, std::default_delete<Projectile>, true>(Drawable*&, std::default_delete<Projectile>&&)
  0.00      0.00     0.00       28     0.00     0.00  std::default_delete<Projectile>& std::__get_helper<1ul, std::default_delete<Projectile>>(std::_Tuple_impl<1ul, std::default_delete<Projectile>>&)
  0.00      0.00     0.00       28     0.00     0.00  std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*> std::__make_move_if_noexcept_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >, std::move_iterator<std::unique_ptr<Drawable, std::default_delete<Drawable> >*> >(std::unique_ptr<Drawable, std::default_delete<Drawable> >*)
  0.00      0.00     0.00       28     0.00     0.00  std::tuple_element<1ul, std::tuple<Projectile*, std::default_delete<Projectile> > >::type& std::get<1ul, Projectile*, std::default_delete<Projectile> >(std::tuple<Projectile*, std::default_delete<Projectile> >&)
  0.00      0.00     0.00       28     0.00     0.00  std::remove_reference<std::unique_ptr<Projectile, std::default_delete<Projectile> >&>::type&& std::move<std::unique_ptr<Projectile, std::default_delete<Projectile> >&>(std::unique_ptr<Projectile, std::default_delete<Projectile> >&)
  0.00      0.00     0.00       28     0.00     0.00  std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
